PG.ProteinGroups	PG.Organisms	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	[1] 01	[2] 02	[3] 03	[4] 04	[5] 05	[6] 06	[7] 07	[8] 08	[9] 09	[10] 10	[11] 11	[12] 12	[13] 13	[14] 14	[15] 15	[16] 16	[17] 17	[18] 18	[19] 19	[20] 20	[21] 21	[22] 22	[23] 23	[24] 24	[25] 25	[26] 26	[27] 27	[28] 28	[29] 29	[30] 30	[31] 31	[32] 32	[33] 33	[34] 34	[35] 35
>KFV91847.1;>XP_009575121.1	Unknown	"Protein disulfide-isomerase, partial;PREDICTED: protein disulfide-isomerase, partial"	4	2433.07373	2216.943115	2374.412842	1904.071167	1666.937378	3612.55249	1889.690552	1874.142334	1789.738281	1601.812012	3921.864746	1482.519653	1685.947144	2332.52124	3403.874756	2545.657471	1794.727295	3131.341309	2025.525757	2469.616455	1350.487793	927.8947754	1972.86377	1003.05304	4388.542969	1116.263428	898.8525391	2300.23291	2070.685059	2301.563721	807.7825317	912.5963745	1024.979736	1608.350098	998.3660889
>KFV91856.1;>XP_009575133.1	Unknown	"N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase, partial;PREDICTED: N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase, partial"	1	1488.836182	2094.834229	1980.943604	NaN	1637.947754	1530.248657	1155.750366	3179.177002	3541.288086	2076.989258	2280.191162	NaN	NaN	605.3615723	1599.432251	539.8337402	1465.086548	1579.356812	NaN	669.4212036	870.2018433	1210.883057	NaN	933.3667603	NaN	NaN	1186.360107	729.788147	NaN	1234.871582	278.8213806	1705.95813	548.9547729	1414.260986	1371.820435
>KFV91862.1;>XP_009575144.1;>XP_009575145.1	Unknown	Ras-related protein Rab-7a;PREDICTED: ras-related protein Rab-7a isoform X1;PREDICTED: ras-related protein Rab-7a isoform X2	1	1220.657959	NaN	NaN	NaN	474.226593	NaN	381.5015869	NaN	NaN	NaN	552.4771729	642.062561	NaN	130.5477753	NaN	NaN	NaN	NaN	NaN	270.2794495	507.1384277	630.3210449	298.0288696	NaN	381.6864014	NaN	NaN	NaN	201.2486115	65.17743683	NaN	NaN	276.3625488	NaN	NaN
>KFV91869.1;>XP_009575152.1	Unknown	"Chondroitin sulfate proteoglycan 4, partial;PREDICTED: chondroitin sulfate proteoglycan 4, partial"	3	4758.644043	1187.80188	3887.132324	5579.648438	3595.559814	7972.664551	6633.950684	3964.519775	1663.175049	3896.607422	2824.018799	3592.077881	4266.638672	7345.264648	3085.86377	3445.218262	5392.177246	3213.734375	5679.298828	4197.04248	NaN	1225.364258	3699.334961	3631.059082	3917.719727	2536.615234	3636.511963	6136.53125	1547.675781	4925.769531	5005.502441	1164.867188	2054.01001	4251.63623	2816.932373
>KFV91917.1;>XP_009575248.1	Unknown	Tubulointerstitial nephritis antigen;PREDICTED: tubulointerstitial nephritis antigen	5	2077.357666	829.423645	1955.950562	NaN	1829.545776	5308.210938	2351.436279	1628.430908	2694.314453	1185.330688	1627.515991	1630.248901	1559.146362	1853.988647	1542.258179	2108.455322	1428.357178	1230.171143	1088.734009	1590.224731	2888.912842	1569.123901	777.0875854	2040.860962	946.0285645	946.6057129	896.4146729	997.2469482	328.2734375	1794.263916	4.425834656	1882.405151	1378.947876	2562.311523	2155.772217
>KFV91958.1;>XP_009575313.1	Unknown	45 kDa calcium-binding protein;PREDICTED: 45 kDa calcium-binding protein	3	12044.64063	3340.283691	7263.259277	16974.38477	3844.192139	NaN	14717.89746	4174.291504	31715.00781	33487.03906	35246.05469	19436.35938	7850.64502	10017.44238	21651.07813	NaN	16884.31836	7533.038086	3503.543701	11919.57129	NaN	10146.58887	20330.14648	18334.08594	1348.28064	NaN	10428.94922	4940.791504	9434.770508	5834.572266	NaN	25238.67578	12791.58203	NaN	NaN
>KFV91977.1;>XP_009575333.1	Unknown	"CD166 antigen, partial;PREDICTED: CD166 antigen, partial"	7	5953.587891	5755.184082	7334.415527	4456.999512	4847.086426	2613.894531	7908.634766	8699.742188	9661.435547	2017.491821	7498.5	5994.652832	2698.917236	2708.621826	5995.959961	2878.016113	3015.162354	3932.102783	4048.448242	4677.838379	3174.637207	4608.916992	5117.490723	5190.736328	2566.824707	2129.562744	4055.92627	5246.742188	4326.389648	3105.476563	5007.169434	5252.815918	4919.181641	6979.240234	5297.031738
>KFV91983.1;>XP_009575339.1	Unknown	"Heparanase, partial;PREDICTED: heparanase"	6	464707.4375	2007769.5	995475.625	23115.35742	5287.51416	19.95400238	736388.125	10297.69434	903531.25	NaN	NaN	4393.666992	NaN	NaN	NaN	NaN	17308.83008	30037.16016	NaN	16886.94531	22123.27344	79022.625	13710.03125	24970.57031	60181	NaN	NaN	7576.508789	10805.02246	26635.48633	NaN	NaN	NaN	NaN	NaN
>KFV92056.1;>XP_009575533.1	Unknown	"Transketolase, partial;PREDICTED: transketolase-like, partial"	7	3942.603271	539.5281982	1008.75116	2877.986816	1988.419312	3812.593018	2838.929932	1117.348389	425.1212769	1544.826904	2126.854492	4717.243164	8999.332031	5393.519531	2412.525879	3599.143311	7598.679688	1587.685913	2892.431152	2301.106689	1038.530518	1936.80603	4798.537598	429.2445374	2782.478516	6805.508301	912.9206543	2691.268066	8838.21875	4167.05957	13.31962299	550.446106	1875.692383	1335.743652	44.54310608
>KFV92070.1;>XP_009575549.1	Unknown	"C1GALT1-specific chaperone 1, partial;PREDICTED: C1GALT1-specific chaperone 1"	1	4519.115234	2997.5271	3362.098145	4123.254883	1807.619873	2897.844727	3135.030273	2042.064819	1912.404419	2464.314209	3511.458496	4012.176025	3956.560791	4277.310547	3440.474365	4959.61377	2968.416748	2124.021484	4134.085938	4321.273438	1733.497559	962.446228	3312.306152	2832.015137	2678.260254	2555.197021	2700.487061	2502.964111	3564.956543	2372.520264	2.104276896	576.435791	2064.155273	2133.507324	1220.559692
>KFV92075.1;>XP_009575554.1	Unknown	"Vesicular integral-membrane protein VIP36, partial;PREDICTED: vesicular integral-membrane protein VIP36, partial"	1	10989.34375	14277.13965	8596.208984	2958.020752	14474.50684	11716.96387	14794.04004	15007.14453	16574.98242	13297.4209	15068.32715	6542.742676	7254.09668	NaN	NaN	13905.42676	NaN	11016.19238	6021.027832	11928.98633	5663.844238	15076.60156	8059.636719	8763.085938	12512.39063	12116.93359	13557.63184	11712.77246	10170.17188	12492.89551	17781.58789	15475.82715	8437.651367	10029.84375	10406.22461
>KFV92310.1;>XP_009576116.1	Unknown	"Serine/threonine-protein kinase SMG1, partial;PREDICTED: serine/threonine-protein kinase SMG1, partial"	1	1305.615967	7255.020996	6432.14502	6269.770996	20480.43359	NaN	9668.554688	11237.22168	3072.473145	5066.558105	4097.976563	325.803833	3840.681641	2602.586914	NaN	1974.094604	2089.778076	1937.16687	NaN	4566.393555	20364.63672	8551.279297	7873.426758	1091.112061	16870.1875	14825.50586	1450.796143	4661.291016	3039.943604	8748.291016	5630.921875	14140.22656	8807.462891	5.053427219	13944.77441
>KFV92413.1;>XP_009576378.1	Unknown	"EGF-containing fibulin-like extracellular matrix protein 1, partial;PREDICTED: EGF-containing fibulin-like extracellular matrix protein 1, partial"	10	44177.71875	30022.16016	37225.125	51222.58594	66762.67969	49045.82813	59229.55469	61034.03906	40863.39844	51590.69531	44364.125	34506.89063	35757.71484	40235.05469	30778.41016	48883.65234	21283.33984	33152.16406	44623.52344	53088.47266	34787.4375	32479.89063	43226.80078	28428.1582	37799.13672	29895.67188	27607.08008	50151.83203	34515.19141	38424.19922	48126.64453	33176.84375	40483.17188	52280.59766	37160.07422
>KFV92457.1;>XP_009576428.1	Unknown	Carbonyl reductase;PREDICTED: carbonyl reductase	2	3471.290039	NaN	652.7024536	441.5034485	475.0654297	541.5630493	2125.535889	986.1866455	411.1595154	NaN	NaN	2286.914307	3233.49707	2979.543213	1203.03186	1954.093506	3282.717041	NaN	1255.952881	775.1980591	2700.345947	1556.290039	1311.366211	457.8224182	2424.040527	1350.125	NaN	2185.205322	2139.878418	1831.281006	NaN	968.7127075	1730.285156	NaN	NaN
>KFV92482.1;>XP_009576454.1	Unknown	"Coagulation factor VII, partial;PREDICTED: coagulation factor VII"	8	32370.23828	47396.59766	39988.13281	35582.08984	52424.69141	44431.33203	37929.9375	37422.37891	50580.27734	27246.82422	41910.21484	37494.52344	18583.79492	20880.0332	38482.41406	24341.42188	23398.22461	30823.0957	23767.09961	26346.56836	39863.49609	32074.6875	33893.38281	31704.36133	21781.39648	29052.75195	40790.67578	29688.31836	20549.75781	19932.16211	30934.42969	40406.10938	24091.69531	23784.00586	36248.67188
>KFV92542.1;>XP_009576640.1	Unknown	"Glutathione S-transferase omega-1, partial;PREDICTED: glutathione S-transferase omega-1, partial"	3	3896.763672	1340.244507	2114.899414	4185.292969	2484.105469	4024.538086	2017.696777	2321.442627	2744.372803	779.7184448	2161.626709	2748.122803	3605.558105	1983.972168	1759.767212	711.0732422	4042.758301	1809.880615	2158.574463	3266.765869	1143.603271	670.262146	2726.769775	923.5474854	2634.964355	4700.471191	2758.17749	1134.205444	850.6448364	1833.64978	756.5429688	1337.610229	1339.238647	553.434082	1273.240234
>KFV92868.1;>XP_009576785.1	Unknown	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase, partial;PREDICTED: alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase, partial"	3	1072.607544	283.2413635	942.8219604	4305.092285	921.6698608	343.2515869	662.5840454	308.6008911	760.4691772	755.6271362	455.242218	750.7854004	943.3670044	1375.790161	1317.506226	505.1434631	305.3985291	48.68873596	505.7644653	538.1784058	27.94671249	NaN	283.1046143	563.6506348	714.2000732	269.0527039	1351.599609	351.4926758	1504.589478	769.3500977	4.712611198	8.488887787	2.648096323	1192.840576	824.9940186
>KFV92895.1;>XP_009576834.1	Unknown	"Ribose-phosphate pyrophosphokinase 2, partial;PREDICTED: ribose-phosphate pyrophosphokinase 2"	4	959.9221802	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.056975245	8.58230114	NaN	1776.503296	170.3127899	NaN	310.9671936	1556.851318	730.4304199	NaN	NaN	NaN	0.786898613	NaN	NaN	288.4604187	NaN	NaN	NaN	964.9884644	137.115921	NaN	NaN	NaN	NaN	NaN
>KFV92918.1;>XP_009576863.1	Unknown	Platelet-activating factor acetylhydrolase IB subunit beta;PREDICTED: platelet-activating factor acetylhydrolase IB subunit beta	3	6195.621094	2298.812012	1925.281372	3831.166992	3499.343506	4872.409668	6812.334473	2917.142822	2006.858887	5436.825195	6091.292969	6397.521973	4672.432617	5803.928711	3756.956299	3813.939453	5786.54834	3348.100098	5691.11084	3991.911865	3217.016846	4642.933594	3289.084961	1270.710693	5846.663086	4598.842285	2227.349365	3717.690186	5821.819824	4346.371582	239.9589996	3474.720703	4653.723145	1391.27356	1190.574341
>KFV92922.1	Unknown	"T-complex protein 1 subunit beta, partial"	2	5101.286621	NaN	NaN	1625.773315	814.9950562	NaN	NaN	982.7019653	NaN	NaN	672.867981	369.7773438	1065.030396	NaN	966.5844116	849.0285034	1662.432861	NaN	NaN	1230.963745	2088.541016	3475.148682	1069.781128	NaN	2747.852295	929.1377563	NaN	2080.636963	1586.514526	1025.427979	1352.332031	916.5916748	1578.382813	802.4847412	NaN
>KFV92931.1;>XP_009576879.1	Unknown	"Collagen alpha-2(VI) chain, partial;PREDICTED: collagen alpha-2(VI) chain"	16	11734.77539	11692.09766	9225.498047	6465.912109	10903.91016	5913.936523	9239.55957	9482.890625	11410.45117	9368.316406	9971.828125	10209.71973	9475.166016	7194.039551	12326.64355	6865.266602	7122.558105	10020.51953	9576.833984	8401.943359	8304.149414	9050.685547	7386.515625	12992.72949	12099.0791	6216.415039	8513.891602	9017.884766	9727.725586	9971.623047	6134.515137	11079.39941	18684.24219	11232.94727	12338.96191
>KFV92956.1;>XP_009576931.1	Unknown	"Elongation factor 1-alpha 2, partial;PREDICTED: elongation factor 1-alpha 2"	1	NaN	NaN	NaN	878.7576904	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1319.068359	302.0795898	569.0923462	NaN	NaN	542.4454956	NaN	NaN	NaN	NaN	NaN	NaN	1.310750604	NaN	NaN	NaN	1581.759888	NaN	NaN	1.199510574	NaN	NaN	NaN
>KFV92957.1	Unknown	"Low molecular weight phosphotyrosine protein phosphatase, partial"	1	6429.467773	1861.554443	673.5949097	4195.605957	1683.436035	1971.07312	3454.173828	1830.840454	NaN	2469.354248	879.5075684	4067.481201	5813.95752	3138.026855	2266.323486	4120.756836	8311.928711	2424.973877	2718.303955	2598.122803	3740.787109	4313.151367	3534.251953	468.6012268	4789.212891	3462.512207	1022.810913	3642.468506	4979.886719	2576.534912	1472.237915	1983.863403	2986.73999	1020.385864	NaN
>KFV92965.1;>KFW02553.1;>XP_009573438.1;>XP_009573439.1;>XP_009576965.1;>XP_009576966.1;>XP_009576967.1	Unknown	"Ras-related protein Rab-5C;Ras-related protein Rab-5A, partial;PREDICTED: ras-related protein Rab-5A isoform X1;PREDICTED: ras-related protein Rab-5A isoform X2;PREDICTED: ras-related protein Rab-5C isoform X1;PREDICTED: ras-related protein Rab-5C isoform X2;PREDICTED: ras-related protein Rab-5C isoform X3"	1	2134.965576	NaN	NaN	NaN	NaN	269.1087952	1739.046875	1.464052916	NaN	1.476864576	669.5304565	2248.056641	3749.894287	2343.289795	552.5667725	910.1925659	871.2877197	502.6016846	896.2311401	NaN	NaN	1192.925293	1468.612427	NaN	3499.372314	NaN	NaN	1058.492554	3474.852783	NaN	1.878296614	NaN	733.0477295	NaN	NaN
>KFV92971.1;>XP_009577011.1	Unknown	"Alpha-aminoadipic semialdehyde dehydrogenase, partial;PREDICTED: alpha-aminoadipic semialdehyde dehydrogenase, partial"	7	9486.370117	10562.87988	6575.984863	3007.380371	3644.010498	9230.12207	12189.62207	11216.63672	7582.915039	10837.37012	10109.26074	2003.585571	7727.040527	9364.643555	2388.030518	11355.25293	12347.91602	5185.193359	8777.089844	9809.847656	1727.829834	4027.326172	3548.374756	4899.564453	4043.898682	15179.30273	6797.339844	7120.070801	7374.900879	8300.116211	3566.501221	3925.262207	2465.192871	4712.521484	6333.994629
>KFV92984.1;>XP_009577069.1;>XP_009577070.1	Unknown	"Vascular endothelial growth factor receptor 3, partial;PREDICTED: vascular endothelial growth factor receptor 3 isoform X1;PREDICTED: vascular endothelial growth factor receptor 3 isoform X2"	2	2206.926025	3702.240479	2001.966064	2863.719971	3682.646729	1554.448242	2408.130371	3068.277832	4048.279541	3127.818604	2905.754395	2957.080566	2908.347168	1830.082031	1280.192383	1701.716431	2964.523682	2101.78418	1989.607178	2447.016602	1581.408936	186.2705078	2631.433594	2562.151855	2337.705811	2665.330322	2660.343262	2402.228271	2176.909668	1668.484009	2036.414795	1469.316406	2437.419922	2365.932129	2700.432861
>KFV93000.1;>XP_009577212.1	Unknown	"GTP-binding nuclear protein Ran, partial;PREDICTED: GTP-binding nuclear protein Ran"	6	6531.73877	3294.120117	1531.91272	5403.296875	2703.505371	2347.68335	3441.913818	2134.872314	2003.911987	2717.573242	1861.234375	3317.359375	2848.498535	2836.613281	1907.701416	2336.131104	3236.345215	1912.144897	2083.654541	1827.951172	4024.701416	5748.116211	2047.971069	1542.295776	4692.15918	1959.520752	1223.394409	3419.567383	4693.898438	2901.641357	2922.665771	2934.854492	3713.266357	897.3204346	1364.961426
>KFV93015.1;>XP_009577298.1	Unknown	"Rho GDP-dissociation inhibitor 2, partial;PREDICTED: rho GDP-dissociation inhibitor 2 isoform X1"	1	3819.896484	NaN	2692.070068	7394.375	2367.505371	4918.069336	5296.13916	4182.999512	NaN	6106.764648	4505.298828	3805.287842	3683.015869	4055.406494	3721.624023	NaN	2921.919189	NaN	5523.930176	7109.15625	8521.56543	5655.08252	5071.012207	NaN	6104.393555	NaN	4866.168945	3515.751709	4388.033203	4047.538574	6673.503906	5184.91748	5242.229004	NaN	NaN
>KFV93040.1;>XP_009577371.1	Unknown	"Lysosome-associated membrane glycoprotein 2, partial;PREDICTED: lysosome-associated membrane glycoprotein 2"	3	4676.304688	4315.214355	6926.437988	436.4699402	2916.076416	6628.536621	2943.7854	9357.8125	10830.24902	3087.066162	4900.256348	6057.162109	5073.71582	2454.860352	6019.817383	4773.345703	7551.51709	3033.449219	3981.733398	3098.269043	1676.689453	247.2556915	1529.862793	9258.991211	1726.699585	4121.336426	7874.347656	2905.211426	1766.761963	3715.769287	2450.760986	5398.435547	3574.186768	3889.3125	5185.107422
>KFV93060.1;>XP_009577469.1	Unknown	"BTB/POZ domain-containing protein KCTD16, partial;PREDICTED: BTB/POZ domain-containing protein KCTD16-like"	1	4234.67334	750.7772217	1101.212402	5012.013672	2491.769531	2985.973145	2684.783203	2289.372559	2135.128662	1962.498291	2856.489014	4188.808594	2399.258057	2458.813232	3763.369873	1925.735962	7230.008301	4004.391113	6788.341309	6410.145508	2059.63501	3348.325684	3820.741455	NaN	3330.678955	8297.982422	4440.852539	2650.759033	4103.418945	3473.32666	NaN	NaN	NaN	2362.882813	1918.917236
>KFV93063.1;>XP_009577484.1	Unknown	"Secretory phospholipase A2 receptor, partial;PREDICTED: secretory phospholipase A2 receptor, partial"	5	5117.230957	6818.005859	5865.191895	6654.682617	9090.504883	6168.415039	6102.37207	8855.856445	8549.512695	5505.711426	5167.782715	5722.083008	4902.922852	3730.87793	5320.28418	4582.525391	5421.521484	5439.749023	6360.954102	3754.628418	4354.759766	3251.045654	4026.848389	6714.255371	5551.937988	4363.293457	6703.785156	4679.333496	3430.272705	3399.937012	2276.37793	2995.09668	3909.058838	5094.449707	5181.486328
>KFV93084.1;>XP_009577597.1	Unknown	Fructose-bisphosphate aldolase B;PREDICTED: fructose-bisphosphate aldolase B	9	786.8322144	428.5047913	678.2006226	358.8670044	NaN	4825.510742	4073.13916	1018.123657	NaN	3630.6604	1766.741943	870.4260254	41722.87891	13225.75488	NaN	10926.87695	37012.35547	728.3499756	2900.060547	2224.3396	1201.616943	1404.046509	7010.023438	248.8623352	787.2383423	5740.521484	97.62644196	5096.38916	22813.68164	7813.350098	NaN	159.1232605	244.9798126	979.3791504	351.3985291
>KFV93094.1;>XP_009577685.1	Unknown	"TATA-binding protein-associated factor 2N, partial;PREDICTED: TATA-binding protein-associated factor 2N, partial"	2	2660.384766	NaN	NaN	5852.299316	NaN	8516.222656	NaN	NaN	NaN	NaN	3185.627441	NaN	NaN	3322.88623	NaN	1936.322876	3259.622803	1642.871582	2125.127686	NaN	1728.75415	1751.458374	3021.073975	1835.018799	4974.76416	NaN	NaN	NaN	2752.195313	NaN	NaN	NaN	NaN	6949.391602	NaN
>KFV93175.1;>XP_009578024.1	Unknown	"Fibrinogen-like 1, partial;PREDICTED: fibrinogen-like protein 1, partial"	3	NaN	4522.285156	1448.831421	517.2443848	4078.21582	5171.023438	3559.307861	5582.12793	1572.895874	5376.433105	2560.710449	NaN	6224.916992	3755.061279	2596.583008	6191.37207	2940.705078	4087.532227	3025.610596	4457.435059	NaN	20.91388893	3976.134033	2291.108643	3139.327881	1757.794189	3214.869873	2614.091064	2340.056641	4397.088867	2457.043213	1916.983643	1871.579834	7342.610352	21.81731415
>KFV93180.1;>XP_009578093.1	Unknown	Carbonyl reductase;PREDICTED: carbonyl reductase	4	6100.591309	2133.077881	594.5599365	847.4404297	938.8804932	3491.404785	2474.839111	1793.655273	892.2763062	1841.531738	1253.62854	2700.631104	3131.57373	3868.08252	1316.58606	2359.508789	4609.052246	1319.090576	1703.558472	910.5942993	1833.421509	2839.424805	2147.458008	571.7631226	3183.749268	2076.989014	NaN	2150.86084	2892.226807	2330.519531	768.1987305	1362.487549	2453.450928	NaN	9.19621563
>KFV93186.1;>XP_009578107.1	Unknown	"Heat shock protein beta-2, partial;PREDICTED: heat shock protein beta-2"	1	NaN	NaN	NaN	NaN	NaN	3766.146484	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	430.190094	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	317.6780701	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
>KFV93225.1;>XP_009578262.1	Unknown	"Glucose-6-phosphate isomerase, partial;PREDICTED: glucose-6-phosphate isomerase, partial"	11	2503.964355	1647.475586	1310.139771	2154.445557	2377.233398	4399.456543	2975.239502	2223.686279	1926.392822	2766.359619	2642.493408	3351.26123	4597.53418	2712.154297	1787.112915	2610.000244	2958.140137	1572.419922	3737.79541	2908.175781	1161.411865	2603.133301	2908.209229	1323.571655	2636.548096	4975.076172	1748.892822	2247.313477	4376.442871	2220.371094	1424.113281	1219.121826	2598.868408	1952.783691	978.5133667
>KFV93268.1;>XP_009578331.1	Unknown	"Heat shock 70 kDa protein 13, partial;PREDICTED: heat shock 70 kDa protein 13, partial"	2	7023.929688	5960.928711	6570.147949	5532.941895	6337.590332	7111.449707	5563.873047	8672.951172	8407.556641	6567.63916	6289.541504	6245.806641	7871.669434	5451.61377	5394.314453	6076.219727	8609.799805	5115.242188	6460.686035	7643.645508	6059.813965	4640.649902	5422.935547	7320.442383	5343.179688	6814.080566	4981.026367	5723.099609	5216.500488	5279.946289	7166.95166	4983.677246	4772.340332	6783.655762	5691.038574
>KFV93281.1;>KFV97260.1;>XP_009577632.1;>XP_009578347.1	Unknown	"Coatomer subunit gamma-2, partial;Coatomer subunit gamma-1, partial;PREDICTED: coatomer subunit gamma-1, partial;PREDICTED: coatomer subunit gamma-2, partial"	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5996.755859	4341.349121	NaN	NaN	2726.244873	NaN	NaN	NaN	NaN	NaN	838.8341675	NaN	782.6131592	NaN	NaN	1421.839722	2033.940063	1398.849121	NaN	NaN	1441.837402	NaN	NaN
>KFV93339.1;>KFW04826.1;>XP_009575961.1;>XP_009578494.1	Unknown	"Actin-related protein 3B, partial;Actin-related protein 3, partial;PREDICTED: actin-related protein 3, partial;PREDICTED: actin-related protein 3B, partial"	1	1477.137939	891.8534546	286.6895752	2345.200439	1213.463501	960.6836548	2952.999023	2653.579834	1030.208862	1838.090942	2743.894531	1684.483521	1956.487793	1600.025879	1339.380249	825.8700562	1511.62854	1587.751465	1165.540161	2087.580078	1349.437622	3724.702637	3182.398438	348.5153198	4734.166504	1818.84375	1294.716675	3210.841309	3136.364746	3171.652588	2032.976196	2311.706299	2041.154175	1547.674561	213.4990845
>KFV93388.1	Unknown	"Fatty acid-binding protein, liver"	5	1589.338989	NaN	68.69377899	NaN	NaN	NaN	103.6695633	NaN	150.5113983	0.38234207	519.1140747	19.89944267	3698.704834	754.4117432	NaN	385.7054138	9670.337891	NaN	87.51300049	NaN	0.298358798	3845.256104	291.6785278	NaN	15.77834702	33.30298233	0.236129805	1045.123291	746.8640747	1281.196899	NaN	250.452301	NaN	NaN	4898.884766
>KFV93418.1;>XP_009578714.1	Unknown	"Polyubiquitin-C, partial;PREDICTED: polyubiquitin-B"	2	3954.261963	2504.822266	2141.285889	2639.321045	4674.507324	9105.725586	6437.78125	3444.279785	3245.470215	2350.291748	5428.597168	10227.63574	3048.239258	4978.555176	6089.072266	1331.466553	4401.257324	6392.049805	2909.365479	4103.724121	6193.782227	6724.105957	5056.33252	3335.102539	5856.02832	3989.954346	2604.682129	6954.697754	7880.320313	5591.48877	10674.97656	3341.628662	8709.40918	496.8457031	22.44632912
>KFV93747.1	Unknown	"Cholinesterase, partial"	5	16918.84375	21778.77148	16640.89453	13405.56934	13877.66504	47439.82422	23861.54688	10365.22852	29557.89258	8898.775391	2688.178711	27758.55469	7070.445801	4300.530762	14180.94629	15220.62988	31985.13672	18105.17188	50112.63281	13316.83984	7097.313477	23790.51563	23450.92773	13931.5332	15359.26758	24591.28906	12078.86719	10099.30664	7960.149902	15798.03027	4457.724121	23919.80469	16592.91016	14514.41992	18447.02344
>KFV93757.1	Unknown	"Tropomyosin alpha-1 chain, partial"	2	6083.209961	NaN	34533.51172	6.327234745	5571.770508	14701.53223	13300.31738	8290.693359	3862.350342	6013.30127	6368.159668	5887.880371	9760.103516	15357.06152	8469.688477	8429.53125	8642.859375	9790.155273	11100.35449	10594.0625	1168.778931	3549.607422	5202.136719	580.9898682	8295.353516	6918.993652	2974.926514	3397.161865	7780.205566	4346.254395	3440.660156	1686.223022	6713.638184	NaN	NaN
>KFV93770.1;>XP_009579016.1	Unknown	"Amine sulfotransferase, partial;PREDICTED: amine sulfotransferase-like"	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3526.596924	1381.660522	NaN	NaN	3159.005859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1327.105225	NaN	NaN	NaN	NaN	NaN	NaN
>KFV93777.1;>XP_009579057.1	Unknown	"P-selectin, partial;PREDICTED: P-selectin, partial"	10	33210.15625	37987.34766	40593.95703	33912.89453	30161.66406	13453.56836	27017.86914	28436.21875	52908.26563	22061.625	35735.34766	61853.58984	23961.64063	20772.2832	37711.58984	26240.8418	27785.20508	25564.13086	23422.60938	24315.40234	21866.43555	30256.95508	21666.48633	34803.23438	19993.86914	18068.79688	29736.82031	36658.17578	23921.54297	23994.99414	25030.51953	24770.0957	30423.76172	35576.33203	16847.88086
>KFV93790.1	Unknown	"Proteasome subunit alpha type-4, partial"	4	3807.472412	2696.568604	3414.632568	5919.005859	2230.51123	5362.413086	5021.062988	2258.647705	3722.160889	2815.388672	2312.214355	4112.704102	3162.000244	1946.24231	1360.885498	2395.579102	4407.213867	1488.570557	4441.595703	2644.784668	1689.959229	1888.444092	3156.606201	1534.112915	4213.213867	5862.63623	687.7580566	1860.713989	3223.70874	2111.43042	2097.788574	663.7042847	2295.628418	1598.518677	1095.249878
>KFV93791.1	Unknown	"hypothetical protein N327_07862, partial"	5	3610.277588	4620.51123	NaN	NaN	285.8419495	1555.898682	1370.579346	323.7835693	1104.639893	NaN	3802.920166	2307.825684	NaN	1545.773193	3988.991699	1133.951904	2170.528564	2006.312134	2250.971191	520.2854004	4521.294922	2676.749268	1699.166748	930.253479	4689.492676	2188.264893	NaN	375.771759	2428.795898	770.7073975	251.5703125	16.76041031	NaN	NaN	962.8894043
>KFV93815.1	Unknown	"Thioredoxin domain-containing protein 17, partial"	1	11396.58887	4597.749023	3386.4021	6169.910156	6205.086426	8150.927734	7346.428711	5981.273438	5174.033691	7737.793457	6399.621582	7490.398926	7572.669434	5314.54834	5628.680176	5188.588867	14383.0127	6221.161133	6516.995605	6198.824219	10472.33398	12144.67676	8096.223145	3596.451172	9623.706055	10361.79785	6117.52002	9129.713867	9483.602539	4541.835449	5327.39209	5645.575195	9163.581055	3174.669189	4043.608154
>KFV93855.1;>XP_009579343.1	Unknown	"Hyaluronan-binding protein 2, partial;PREDICTED: hyaluronan-binding protein 2, partial"	12	9851.681641	27641.49805	21000.65039	17694.26953	23319.5293	24474.84375	12603.25195	15402.89844	20713.92969	17617.83398	17659.39258	9202.37207	12453.56055	13112.20996	15798.52832	14482.88867	9808.198242	15692.49902	13055.7207	13392.53516	12603.30469	10677.8291	13807.26465	14624.125	13030.09375	16974.19922	14498.41211	23322.29492	9699.197266	13891.8584	14124.78125	12624.19141	12281.77051	15585.00781	17064.52344
